序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
145,688366,昊海生科,1.04,2130275956.41,20.559298886,-10.907,180469733.31,-48.76,-79.3647,31.669501468041,3.21,1.328295129501,68.9823854205,医疗器械,2023-03-25
146,688269,凯立新材,1.69,1882203225.15,18.4274660909,28.7129,221106911.52,36.02,-1.9516,7.420148469825,24.62,0.750582170553,17.9687707778,化学制品,2023-03-25
147,688045,必易微,0.61,525816303.85,-40.7165376604,43.2436,37963469.63,-84.16,116.3971,19.79055950867,3.87,-0.743786001404,27.9643760993,半导体,2023-03-25
148,603909,建发合诚,0.2828,1261019291.54,49.8746306841,93.6436,56698527.36,40.25,93.2505,4.660800053162,6.22,1.048603088255,22.5693497577,工程咨询服务,2023-03-25
149,603386,骏亚科技,0.6,2572827310.93,-5.6501516877,6.3844,162625763.25,-21.17,12.7361,4.619296056822,10.9,0.700592430477,22.2032589876,电子元件,2023-03-25
150,603357,设计总院,0.97,2798190707.52,18.7201965755,87.6166,442840982.57,14.04,-7.1903,6.70829836808,14.68,1.035853714471,31.783745606,工程咨询服务,2023-03-25
151,603079,圣达生物,0.18,738019050.08,-6.5482537569,8.9718,31486120.69,-58.44,-339.3452,7.757494147082,2.38,0.237851479825,17.7293194716,食品饮料,2023-03-25
152,601956,东贝集团,0.2608,5345263618.25,-11.7875855623,-17.5056,142036399.47,345.48,98.6383,3.826942241186,7.34,0.123572519057,12.4023158086,家电行业,2023-03-25
153,601899,紫金矿业,0.76,270328998459.0,20.0915192675,-7.8008,20042045977.0,27.88,-16.4022,3.378089776416,25.29,1.089223375779,15.7381250715,贵金属,2023-03-25
154,601818,光大银行,0.74,151632000000.0,-0.7325647623,-11.5135,44807000000.0,3.23,-38.1884,7.381200029612,10.27,-1.043788865857,,银行,2023-03-25
155,601319,中国人保,0.55,620859000000.0,3.8762504371,-3.6139,24406000000.0,12.8,-83.8618,5.008818740955,11.1,1.620183610709,,保险,2023-03-25
156,601200,上海环境,0.4631,6285515349.01,-12.6722166373,41.4095,519542987.89,-27.1,-62.9568,9.155061767596,5.16,1.591392976922,26.4385093269,环保行业,2023-03-25
157,601168,西部矿业,1.45,39762483901.0,3.2796454013,28.7169,3445992096.0,18.0,34.4792,6.774845664708,23.41,4.302020591691,19.4009048006,有色金属,2023-03-25
